1, 2077, m, 3025, f, 4172, m, 2002, f, 2077 2052 2047 2045 2005 2002 4172 2139 3025 , m2077 f2052 m2047 (m2045) f2005 f2002 (m4172) f2139 f3025 , MFFDDHDD, 2077 3025, 2002 4172, G1, 2, G-2, 0, 6, 2
877, 2372, m, 2502, f, 2363, m, 2356, f, 2372 2353 2325 2356 2363 2173 2962 6987 6220 2498 2497 2502 , m2372 m2353 (f2325) f2356 m2363 f2173 f2962 (m6987) m6220 m2498 f2497 f2502 , FMDHMMFSSDD, 2372 2502, 2356 2363, G1, 1, G-1, 3, 4, 7
878, 2372, m, 2502, f, 2363, m, 2356, f, 2372 2353 2325 2356 2363 2173 2962 6988 6220 2498 2497 2502 , m2372 m2353 (f2325) f2356 m2363 f2173 f2962 (f6988) m6220 m2498 f2497 f2502 , FMDHMMMSSDD, 2372 2502, 2356 2363, G1, 1, G-1, 3, 4, 7
879, 2388, m, 2392, f, 2363, m, 2356, f, 2388 2354 2324 2356 2363 2173 2962 6987 6220 2498 2497 2392 , m2388 m2354 (m2324) f2356 m2363 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , FFDHMMFSSDD, 2388 2392, 2356 2363, G1, 1, G-1, 3, 4, 7
880, 2388, m, 2392, f, 2363, m, 2356, f, 2388 2354 2324 2356 2363 2173 2962 6988 6220 2498 2497 2392 , m2388 m2354 (m2324) f2356 m2363 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , FFDHMMMSSDD, 2388 2392, 2356 2363, G1, 1, G-1, 3, 4, 7
881, 2388, m, 2392, f, 2363, m, 2356, f, 2388 2354 2325 2356 2363 2173 2962 6987 6220 2498 2497 2392 , m2388 m2354 (f2325) f2356 m2363 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , FMDHMMFSSDD, 2388 2392, 2356 2363, G1, 1, G-1, 3, 4, 7
882, 2388, m, 2392, f, 2363, m, 2356, f, 2388 2354 2325 2356 2363 2173 2962 6988 6220 2498 2497 2392 , m2388 m2354 (f2325) f2356 m2363 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , FMDHMMMSSDD, 2388 2392, 2356 2363, G1, 1, G-1, 3, 4, 7
883, 2496, m, 2494, f, 2363, m, 2356, f, 2496 2185 2173 2363 2356 2324 2351 2212 2494 , m2496 m2185 (f2173) m2363 f2356 (m2324) f2351 f2212 f2494 , FMSWFDDD, 2494 2496, 2356 2363, G1, 1, G-2, 1, 4, 4
884, 2496, m, 2494, f, 2363, m, 2356, f, 2496 2185 2964 2363 2356 2324 2351 2212 2494 , m2496 m2185 (m2964) m2363 f2356 (m2324) f2351 f2212 f2494 , FFSWFDDD, 2494 2496, 2356 2363, G1, 1, G-2, 1, 4, 4
885, 2496, m, 2494, f, 2363, m, 2356, f, 2496 2185 2173 2363 2356 2325 2351 2212 2494 , m2496 m2185 (f2173) m2363 f2356 (f2325) f2351 f2212 f2494 , FMSWMDDD, 2494 2496, 2356 2363, G1, 1, G-2, 1, 4, 4
886, 2496, m, 2494, f, 2363, m, 2356, f, 2496 2185 2964 2363 2356 2325 2351 2212 2494 , m2496 m2185 (m2964) m2363 f2356 (f2325) f2351 f2212 f2494 , FFSWMDDD, 2494 2496, 2356 2363, G1, 1, G-2, 1, 4, 4
887, 2503, m, 2508, f, 2363, m, 2356, f, 2503 2497 2498 6220 6987 2962 2173 2363 2356 2508 , m2503 f2497 m2498 m6220 (m6987) f2962 f2173 m2363 (f2356) f2508 , MFFFDDSWD, 2503 2508, 2356 2363, G1, 3, G-1, 0, 8, 1
888, 2503, m, 2508, f, 2363, m, 2356, f, 2503 2497 2498 6220 6988 2962 2173 2363 2356 2508 , m2503 f2497 m2498 m6220 (f6988) f2962 f2173 m2363 (f2356) f2508 , MFFMDDSWD, 2503 2508, 2356 2363, G1, 3, G-1, 0, 8, 1
889, 2372, m, 2502, f, 2357, m, 2364, f, 2372 2353 2324 2357 2364 2175 2962 6987 6220 2498 2497 2502 , m2372 m2353 (m2324) m2357 f2364 m2175 f2962 (m6987) m6220 m2498 f2497 f2502 , FFSWFMFSSDD, 2372 2502, 2357 2364, G1, 1, G-1, 3, 4, 7
890, 2372, m, 2502, f, 2357, m, 2364, f, 2372 2353 2324 2357 2364 2175 2962 6988 6220 2498 2497 2502 , m2372 m2353 (m2324) m2357 f2364 m2175 f2962 (f6988) m6220 m2498 f2497 f2502 , FFSWFMMSSDD, 2372 2502, 2357 2364, G1, 1, G-1, 3, 4, 7
891, 2372, m, 2502, f, 2357, m, 2364, f, 2372 2353 2325 2357 2364 2175 2962 6987 6220 2498 2497 2502 , m2372 m2353 (f2325) m2357 f2364 m2175 f2962 (m6987) m6220 m2498 f2497 f2502 , FMSWFMFSSDD, 2372 2502, 2357 2364, G1, 1, G-1, 3, 4, 7
892, 2372, m, 2502, f, 2357, m, 2364, f, 2372 2353 2325 2357 2364 2175 2962 6988 6220 2498 2497 2502 , m2372 m2353 (f2325) m2357 f2364 m2175 f2962 (f6988) m6220 m2498 f2497 f2502 , FMSWFMMSSDD, 2372 2502, 2357 2364, G1, 1, G-1, 3, 4, 7
893, 2388, m, 2392, f, 2357, m, 2364, f, 2388 2354 2324 2357 2364 2175 2962 6987 6220 2498 2497 2392 , m2388 m2354 (m2324) m2357 f2364 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , FFSWFMFSSDD, 2388 2392, 2357 2364, G1, 1, G-1, 3, 4, 7
894, 2388, m, 2392, f, 2357, m, 2364, f, 2388 2354 2324 2357 2364 2175 2962 6988 6220 2498 2497 2392 , m2388 m2354 (m2324) m2357 f2364 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , FFSWFMMSSDD, 2388 2392, 2357 2364, G1, 1, G-1, 3, 4, 7
895, 2388, m, 2392, f, 2357, m, 2364, f, 2388 2354 2325 2357 2364 2175 2962 6987 6220 2498 2497 2392 , m2388 m2354 (f2325) m2357 f2364 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , FMSWFMFSSDD, 2388 2392, 2357 2364, G1, 1, G-1, 3, 4, 7
896, 2388, m, 2392, f, 2357, m, 2364, f, 2388 2354 2325 2357 2364 2175 2962 6988 6220 2498 2497 2392 , m2388 m2354 (f2325) m2357 f2364 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , FMSWFMMSSDD, 2388 2392, 2357 2364, G1, 1, G-1, 3, 4, 7
897, 2496, m, 2494, f, 2357, m, 2364, f, 2496 2185 2173 2174 2175 2364 2357 2324 2351 2212 2494 , m2496 m2185 f2173 (m2174) m2175 f2364 m2357 (m2324) f2351 f2212 f2494 , FMFSDHFDDD, 2494 2496, 2357 2364, G1, 2, G-2, 1, 6, 4
898, 2496, m, 2494, f, 2357, m, 2364, f, 2496 2185 2173 2962 2175 2364 2357 2324 2351 2212 2494 , m2496 m2185 f2173 (f2962) m2175 f2364 m2357 (m2324) f2351 f2212 f2494 , FMMSDHFDDD, 2494 2496, 2357 2364, G1, 2, G-2, 1, 6, 4
899, 2496, m, 2494, f, 2357, m, 2364, f, 2496 2185 2173 2174 2175 2364 2357 2325 2351 2212 2494 , m2496 m2185 f2173 (m2174) m2175 f2364 m2357 (f2325) f2351 f2212 f2494 , FMFSDHMDDD, 2494 2496, 2357 2364, G1, 2, G-2, 1, 6, 4
900, 2496, m, 2494, f, 2357, m, 2364, f, 2496 2185 2173 2962 2175 2364 2357 2325 2351 2212 2494 , m2496 m2185 f2173 (f2962) m2175 f2364 m2357 (f2325) f2351 f2212 f2494 , FMMSDHMDDD, 2494 2496, 2357 2364, G1, 2, G-2, 1, 6, 4
901, 2503, m, 2508, f, 2357, m, 2364, f, 2503 2497 2498 6220 6987 2962 2175 2364 2357 2324 2356 2508 , m2503 f2497 m2498 m6220 (m6987) f2962 m2175 f2364 m2357 (m2324) f2356 f2508 , MFFFDSDHFDD, 2503 2508, 2357 2364, G1, 3, G-1, 1, 8, 3
902, 2503, m, 2508, f, 2357, m, 2364, f, 2503 2497 2498 6220 6988 2962 2175 2364 2357 2324 2356 2508 , m2503 f2497 m2498 m6220 (f6988) f2962 m2175 f2364 m2357 (m2324) f2356 f2508 , MFFMDSDHFDD, 2503 2508, 2357 2364, G1, 3, G-1, 1, 8, 3
903, 2503, m, 2508, f, 2357, m, 2364, f, 2503 2497 2498 6220 6987 2962 2175 2364 2357 2325 2356 2508 , m2503 f2497 m2498 m6220 (m6987) f2962 m2175 f2364 m2357 (f2325) f2356 f2508 , MFFFDSDHMDD, 2503 2508, 2357 2364, G1, 3, G-1, 1, 8, 3
904, 2503, m, 2508, f, 2357, m, 2364, f, 2503 2497 2498 6220 6988 2962 2175 2364 2357 2325 2356 2508 , m2503 f2497 m2498 m6220 (f6988) f2962 m2175 f2364 m2357 (f2325) f2356 f2508 , MFFMDSDHMDD, 2503 2508, 2357 2364, G1, 3, G-1, 1, 8, 3
907, 2815, m, 2382, f, 2365, m, 2369, f, 2815 2805 2739 3040 2369 2365 2351 2324 2352 2382 , m2815 m2805 (f2739) m3040 f2369 m2365 f2351 (m2324) f2352 f2382 , FMSDHMFDD, 2382 2815, 2365 2369, G0, 2, G0, 2, 5, 4
908, 2815, m, 2382, f, 2365, m, 2369, f, 2815 2805 2740 3040 2369 2365 2351 2324 2352 2382 , m2815 m2805 (m2740) m3040 f2369 m2365 f2351 (m2324) f2352 f2382 , FFSDHMFDD, 2382 2815, 2365 2369, G0, 2, G0, 2, 5, 4
909, 2815, m, 2382, f, 2365, m, 2369, f, 2815 2805 2739 3040 2369 2365 2351 2325 2352 2382 , m2815 m2805 (f2739) m3040 f2369 m2365 f2351 (f2325) f2352 f2382 , FMSDHMMDD, 2382 2815, 2365 2369, G0, 2, G0, 2, 5, 4
910, 2815, m, 2382, f, 2365, m, 2369, f, 2815 2805 2740 3040 2369 2365 2351 2325 2352 2382 , m2815 m2805 (m2740) m3040 f2369 m2365 f2351 (f2325) f2352 f2382 , FFSDHMMDD, 2382 2815, 2365 2369, G0, 2, G0, 2, 5, 4
911, 2398, m, 2395, f, 2365, m, 2369, f, 2398 3040 2369 2365 2351 2324 2355 2395 , m2398 (m3040) f2369 m2365 f2351 (m2324) f2355 f2395 , FDHMFDD, 2395 2398, 2365 2369, G0, 1, G0, 2, 3, 4
912, 2398, m, 2395, f, 2365, m, 2369, f, 2398 3042 2369 2365 2351 2324 2355 2395 , m2398 (f3042) f2369 m2365 f2351 (m2324) f2355 f2395 , MDHMFDD, 2395 2398, 2365 2369, G0, 1, G0, 2, 3, 4
913, 2398, m, 2395, f, 2365, m, 2369, f, 2398 3040 2369 2365 2351 2325 2355 2395 , m2398 (m3040) f2369 m2365 f2351 (f2325) f2355 f2395 , FDHMMDD, 2395 2398, 2365 2369, G0, 1, G0, 2, 3, 4
914, 2398, m, 2395, f, 2365, m, 2369, f, 2398 3042 2369 2365 2351 2325 2355 2395 , m2398 (f3042) f2369 m2365 f2351 (f2325) f2355 f2395 , MDHMMDD, 2395 2398, 2365 2369, G0, 1, G0, 2, 3, 4
915, 2365, m, 2369, f, 2413, m, 2409, f, 2365 2351 2324 2233 2409 2413 2676 2172 2726 2264 2739 3040 2369 , m2365 f2351 (m2324) m2233 f2409 m2413 m2676 m2172 (f2726) m2264 f2739 m3040 f2369 , MFSDHFFMSDSD, 2365 2369, 2409 2413, G0, 2, G-1, 3, 5, 7
916, 2365, m, 2369, f, 2413, m, 2409, f, 2365 2351 2325 2233 2409 2413 2676 2172 2726 2264 2739 3040 2369 , m2365 f2351 (f2325) m2233 f2409 m2413 m2676 m2172 (f2726) m2264 f2739 m3040 f2369 , MMSDHFFMSDSD, 2365 2369, 2409 2413, G0, 2, G-1, 3, 5, 7
917, 2496, m, 2494, f, 2365, m, 2369, f, 2496 2189 3040 2369 2365 2351 2212 2494 , m2496 f2189 (m3040) f2369 m2365 (f2351) f2212 f2494 , MFDHMDD, 2494 2496, 2365 2369, G1, 1, G-1, 1, 4, 3
918, 2496, m, 2494, f, 2365, m, 2369, f, 2496 2189 3042 2369 2365 2351 2212 2494 , m2496 f2189 (f3042) f2369 m2365 (f2351) f2212 f2494 , MMDHMDD, 2494 2496, 2365 2369, G1, 1, G-1, 1, 4, 3
919, 2496, m, 2494, f, 2365, m, 2369, f, 2496 2189 3040 2369 2365 2358 2212 2494 , m2496 f2189 (m3040) f2369 m2365 (m2358) f2212 f2494 , MFDHFDD, 2494 2496, 2365 2369, G1, 1, G-1, 1, 4, 3
920, 2496, m, 2494, f, 2365, m, 2369, f, 2496 2189 3042 2369 2365 2358 2212 2494 , m2496 f2189 (f3042) f2369 m2365 (m2358) f2212 f2494 , MMDHFDD, 2494 2496, 2365 2369, G1, 1, G-1, 1, 4, 3
921, 2589, m, 2541, f, 2365, m, 2369, f, 2589 2115 2351 2365 2369 3040 2739 2264 2726 2172 2535 2541 , m2589 m2115 (f2351) m2365 f2369 m3040 f2739 m2264 (f2726) m2172 f2535 f2541 , FMSWFMFMSDD, 2541 2589, 2365 2369, G1, 1, G1, 3, 4, 7
922, 2365, m, 2369, f, 2589, m, 2541, f, 2365 2351 2589 2541 2535 2172 2726 2264 2739 3040 2369 , m2365 (f2351) m2589 f2541 f2535 m2172 (f2726) m2264 f2739 m3040 f2369 , MSWMFMSDSD, 2365 2369, 2541 2589, G0, 1, G-1, 3, 3, 7
923, 2589, m, 2541, f, 2365, m, 2369, f, 2589 2115 2358 2365 2369 3040 2739 2264 2726 2172 2535 2541 , m2589 m2115 (m2358) m2365 f2369 m3040 f2739 m2264 (f2726) m2172 f2535 f2541 , FFSWFMFMSDD, 2541 2589, 2365 2369, G1, 1, G1, 3, 4, 7
924, 2587, m, 2586, f, 2365, m, 2369, f, 2587 3040 2369 2365 2351 2115 2586 , m2587 (m3040) f2369 m2365 (f2351) m2115 f2586 , FDHMSD, 2586 2587, 2365 2369, G0, 1, G-1, 1, 3, 3
925, 2587, m, 2586, f, 2365, m, 2369, f, 2587 3042 2369 2365 2351 2115 2586 , m2587 (f3042) f2369 m2365 (f2351) m2115 f2586 , MDHMSD, 2586 2587, 2365 2369, G0, 1, G-1, 1, 3, 3
926, 2587, m, 2586, f, 2365, m, 2369, f, 2587 3040 2369 2365 2358 2115 2586 , m2587 (m3040) f2369 m2365 (m2358) m2115 f2586 , FDHFSD, 2586 2587, 2365 2369, G0, 1, G-1, 1, 3, 3
927, 2587, m, 2586, f, 2365, m, 2369, f, 2587 3042 2369 2365 2358 2115 2586 , m2587 (f3042) f2369 m2365 (m2358) m2115 f2586 , MDHFSD, 2586 2587, 2365 2369, G0, 1, G-1, 1, 3, 3
928, 2671, m, 2675, f, 2365, m, 2369, f, 2671 2517 2512 2511 2358 2365 2369 3040 2739 2264 2726 2172 2676 2675 , m2671 m2517 m2512 (m2511) m2358 m2365 f2369 m3040 f2739 m2264 (f2726) m2172 m2676 f2675 , FFFSSWFMFMSSD, 2671 2675, 2365 2369, G1, 2, G1, 3, 6, 7
929, 2372, m, 2502, f, 2367, m, 2370, f, 2372 2353 2324 2351 2367 2370 2219 2604 2499 2497 2502 , m2372 m2353 (m2324) f2351 m2367 f2370 m2219 (m2604) f2499 f2497 f2502 , FFDSWFFDDD, 2372 2502, 2367 2370, G0, 2, G-1, 2, 5, 5
930, 2372, m, 2502, f, 2367, m, 2370, f, 2372 2353 2324 2351 2367 2370 2219 2605 2499 2497 2502 , m2372 m2353 (m2324) f2351 m2367 f2370 m2219 (f2605) f2499 f2497 f2502 , FFDSWFMDDD, 2372 2502, 2367 2370, G0, 2, G-1, 2, 5, 5
931, 2372, m, 2502, f, 2367, m, 2370, f, 2372 2353 2325 2351 2367 2370 2219 2604 2499 2497 2502 , m2372 m2353 (f2325) f2351 m2367 f2370 m2219 (m2604) f2499 f2497 f2502 , FMDSWFFDDD, 2372 2502, 2367 2370, G0, 2, G-1, 2, 5, 5
932, 2372, m, 2502, f, 2367, m, 2370, f, 2372 2353 2325 2351 2367 2370 2219 2605 2499 2497 2502 , m2372 m2353 (f2325) f2351 m2367 f2370 m2219 (f2605) f2499 f2497 f2502 , FMDSWFMDDD, 2372 2502, 2367 2370, G0, 2, G-1, 2, 5, 5
933, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2353 2324 2351 2367 2370 2219 2461 2376 , m2373 m2353 (m2324) f2351 m2367 f2370 (m2219) f2461 f2376 , FFDSWFDD, 2373 2376, 2367 2370, G0, 2, G-1, 1, 5, 3
934, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2353 2324 2351 2367 2370 2220 2461 2376 , m2373 m2353 (m2324) f2351 m2367 f2370 (f2220) f2461 f2376 , FFDSWMDD, 2373 2376, 2367 2370, G0, 2, G-1, 1, 5, 3
935, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2353 2325 2351 2367 2370 2219 2461 2376 , m2373 m2353 (f2325) f2351 m2367 f2370 (m2219) f2461 f2376 , FMDSWFDD, 2373 2376, 2367 2370, G0, 2, G-1, 1, 5, 3
936, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2353 2325 2351 2367 2370 2220 2461 2376 , m2373 m2353 (f2325) f2351 m2367 f2370 (f2220) f2461 f2376 , FMDSWMDD, 2373 2376, 2367 2370, G0, 2, G-1, 1, 5, 3
937, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2360 2527 2526 2607 2605 2219 2370 2367 2358 2511 2512 2464 2376 , m2373 f2360 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 m2358 (m2511) m2512 m2464 f2376 , MFMFDSDHFFSSD, 2373 2376, 2367 2370, G1, 3, G-1, 2, 8, 5
938, 2373, m, 2376, f, 2367, m, 2370, f, 2373 2360 2527 2526 6117 2605 2219 2370 2367 2358 2511 2512 2464 2376 , m2373 f2360 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 m2358 (m2511) m2512 m2464 f2376 , MFMMDSDHFFSSD, 2373 2376, 2367 2370, G1, 3, G-1, 2, 8, 5
939, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2353 2324 2351 2367 2370 2219 2461 2543 , m2373 m2353 (m2324) f2351 m2367 f2370 (m2219) f2461 f2543 , FFDSWFDD, 2373 2543, 2367 2370, G0, 2, G-1, 1, 5, 3
940, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2353 2324 2351 2367 2370 2220 2461 2543 , m2373 m2353 (m2324) f2351 m2367 f2370 (f2220) f2461 f2543 , FFDSWMDD, 2373 2543, 2367 2370, G0, 2, G-1, 1, 5, 3
941, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2353 2325 2351 2367 2370 2219 2461 2543 , m2373 m2353 (f2325) f2351 m2367 f2370 (m2219) f2461 f2543 , FMDSWFDD, 2373 2543, 2367 2370, G0, 2, G-1, 1, 5, 3
942, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2353 2325 2351 2367 2370 2220 2461 2543 , m2373 m2353 (f2325) f2351 m2367 f2370 (f2220) f2461 f2543 , FMDSWMDD, 2373 2543, 2367 2370, G0, 2, G-1, 1, 5, 3
943, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2360 2527 2526 2607 2605 2219 2370 2367 2358 2511 2512 2464 2543 , m2373 f2360 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 m2358 (m2511) m2512 m2464 f2543 , MFMFDSDHFFSSD, 2373 2543, 2367 2370, G1, 3, G-1, 2, 8, 5
944, 2373, m, 2543, f, 2367, m, 2370, f, 2373 2360 2527 2526 6117 2605 2219 2370 2367 2358 2511 2512 2464 2543 , m2373 f2360 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 m2358 (m2511) m2512 m2464 f2543 , MFMMDSDHFFSSD, 2373 2543, 2367 2370, G1, 3, G-1, 2, 8, 5
945, 2367, m, 2370, f, 2379, m, 2385, f, 2367 2351 2324 2352 2379 2385 2482 2604 2219 2370 , m2367 f2351 (m2324) f2352 m2379 f2385 f2482 (m2604) m2219 f2370 , MFDSWMFSD, 2367 2370, 2379 2385, G0, 2, G0, 2, 5, 4
946, 2367, m, 2370, f, 2379, m, 2385, f, 2367 2351 2324 2352 2379 2385 2482 2605 2219 2370 , m2367 f2351 (m2324) f2352 m2379 f2385 f2482 (f2605) m2219 f2370 , MFDSWMMSD, 2367 2370, 2379 2385, G0, 2, G0, 2, 5, 4
947, 2367, m, 2370, f, 2379, m, 2385, f, 2367 2351 2325 2352 2379 2385 2482 2604 2219 2370 , m2367 f2351 (f2325) f2352 m2379 f2385 f2482 (m2604) m2219 f2370 , MMDSWMFSD, 2367 2370, 2379 2385, G0, 2, G0, 2, 5, 4
948, 2367, m, 2370, f, 2379, m, 2385, f, 2367 2351 2325 2352 2379 2385 2482 2605 2219 2370 , m2367 f2351 (f2325) f2352 m2379 f2385 f2482 (f2605) m2219 f2370 , MMDSWMMSD, 2367 2370, 2379 2385, G0, 2, G0, 2, 5, 4
949, 2815, m, 2382, f, 2367, m, 2370, f, 2815 2803 2527 2526 2607 2605 2219 2370 2367 2351 2324 2352 2382 , m2815 f2803 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 f2351 (m2324) f2352 f2382 , MFMFDSDHMFDD, 2382 2815, 2367 2370, G1, 3, G0, 2, 8, 4
950, 2815, m, 2382, f, 2367, m, 2370, f, 2815 2803 2527 2526 6117 2605 2219 2370 2367 2351 2324 2352 2382 , m2815 f2803 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 f2351 (m2324) f2352 f2382 , MFMMDSDHMFDD, 2382 2815, 2367 2370, G1, 3, G0, 2, 8, 4
951, 2815, m, 2382, f, 2367, m, 2370, f, 2815 2803 2527 2526 2607 2605 2219 2370 2367 2351 2325 2352 2382 , m2815 f2803 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 f2351 (f2325) f2352 f2382 , MFMFDSDHMMDD, 2382 2815, 2367 2370, G1, 3, G0, 2, 8, 4
952, 2815, m, 2382, f, 2367, m, 2370, f, 2815 2803 2527 2526 6117 2605 2219 2370 2367 2351 2325 2352 2382 , m2815 f2803 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 f2351 (f2325) f2352 f2382 , MFMMDSDHMMDD, 2382 2815, 2367 2370, G1, 3, G0, 2, 8, 4
953, 2388, m, 2392, f, 2367, m, 2370, f, 2388 2354 2324 2351 2367 2370 2219 2604 2499 2497 2392 , m2388 m2354 (m2324) f2351 m2367 f2370 m2219 (m2604) f2499 f2497 f2392 , FFDSWFFDDD, 2388 2392, 2367 2370, G0, 2, G-1, 2, 5, 5
954, 2388, m, 2392, f, 2367, m, 2370, f, 2388 2354 2324 2351 2367 2370 2219 2605 2499 2497 2392 , m2388 m2354 (m2324) f2351 m2367 f2370 m2219 (f2605) f2499 f2497 f2392 , FFDSWFMDDD, 2388 2392, 2367 2370, G0, 2, G-1, 2, 5, 5
955, 2388, m, 2392, f, 2367, m, 2370, f, 2388 2354 2325 2351 2367 2370 2219 2604 2499 2497 2392 , m2388 m2354 (f2325) f2351 m2367 f2370 m2219 (m2604) f2499 f2497 f2392 , FMDSWFFDDD, 2388 2392, 2367 2370, G0, 2, G-1, 2, 5, 5
956, 2388, m, 2392, f, 2367, m, 2370, f, 2388 2354 2325 2351 2367 2370 2219 2605 2499 2497 2392 , m2388 m2354 (f2325) f2351 m2367 f2370 m2219 (f2605) f2499 f2497 f2392 , FMDSWFMDDD, 2388 2392, 2367 2370, G0, 2, G-1, 2, 5, 5
957, 2367, m, 2370, f, 2404, m, 2399, f, 2367 2351 2324 2356 2399 2404 2219 2370 , m2367 f2351 (m2324) f2356 f2399 m2404 (m2219) f2370 , MFDDHFD, 2367 2370, 2399 2404, G0, 2, G0, 1, 5, 2
958, 2367, m, 2370, f, 2404, m, 2399, f, 2367 2351 2324 2356 2399 2404 2220 2370 , m2367 f2351 (m2324) f2356 f2399 m2404 (f2220) f2370 , MFDDHMD, 2367 2370, 2399 2404, G0, 2, G0, 1, 5, 2
959, 2367, m, 2370, f, 2404, m, 2399, f, 2367 2351 2325 2356 2399 2404 2219 2370 , m2367 f2351 (f2325) f2356 f2399 m2404 (m2219) f2370 , MMDDHFD, 2367 2370, 2399 2404, G0, 2, G0, 1, 5, 2
960, 2367, m, 2370, f, 2404, m, 2399, f, 2367 2351 2325 2356 2399 2404 2220 2370 , m2367 f2351 (f2325) f2356 f2399 m2404 (f2220) f2370 , MMDDHMD, 2367 2370, 2399 2404, G0, 2, G0, 1, 5, 2
961, 2413, m, 2409, f, 2367, m, 2370, f, 2413 2677 2527 2526 2607 2605 2219 2370 2367 2351 2324 2233 2409 , m2413 f2677 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 f2351 (m2324) m2233 f2409 , MFMFDSDHMFSD, 2409 2413, 2367 2370, G1, 3, G0, 2, 8, 4
962, 2413, m, 2409, f, 2367, m, 2370, f, 2413 2677 2527 2526 6117 2605 2219 2370 2367 2351 2324 2233 2409 , m2413 f2677 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 f2351 (m2324) m2233 f2409 , MFMMDSDHMFSD, 2409 2413, 2367 2370, G1, 3, G0, 2, 8, 4
963, 2413, m, 2409, f, 2367, m, 2370, f, 2413 2677 2527 2526 2607 2605 2219 2370 2367 2351 2325 2233 2409 , m2413 f2677 m2527 f2526 (m2607) f2605 m2219 f2370 m2367 f2351 (f2325) m2233 f2409 , MFMFDSDHMMSD, 2409 2413, 2367 2370, G1, 3, G0, 2, 8, 4
964, 2413, m, 2409, f, 2367, m, 2370, f, 2413 2677 2527 2526 6117 2605 2219 2370 2367 2351 2325 2233 2409 , m2413 f2677 m2527 f2526 (f6117) f2605 m2219 f2370 m2367 f2351 (f2325) m2233 f2409 , MFMMDSDHMMSD, 2409 2413, 2367 2370, G1, 3, G0, 2, 8, 4
965, 2367, m, 2370, f, 2464, m, 2461, f, 2367 2358 2511 2512 2464 2461 2219 2370 , m2367 m2358 (m2511) m2512 m2464 f2461 (m2219) f2370 , FFSSWFD, 2367 2370, 2461 2464, G0, 2, G0, 1, 5, 2
966, 2367, m, 2370, f, 2464, m, 2461, f, 2367 2358 2511 2512 2464 2461 2220 2370 , m2367 m2358 (m2511) m2512 m2464 f2461 (f2220) f2370 , FFSSWMD, 2367 2370, 2461 2464, G0, 2, G0, 1, 5, 2
967, 2466, m, 2463, f, 2367, m, 2370, f, 2466 2212 2351 2367 2370 2219 2463 , m2466 f2212 (f2351) m2367 f2370 (m2219) f2463 , MMSWFD, 2463 2466, 2367 2370, G1, 1, G0, 1, 4, 2
968, 2466, m, 2463, f, 2367, m, 2370, f, 2466 2212 2351 2367 2370 2220 2463 , m2466 f2212 (f2351) m2367 f2370 (f2220) f2463 , MMSWMD, 2463 2466, 2367 2370, G1, 1, G0, 1, 4, 2
969, 2466, m, 2463, f, 2367, m, 2370, f, 2466 2212 2358 2367 2370 2219 2463 , m2466 f2212 (m2358) m2367 f2370 (m2219) f2463 , MFSWFD, 2463 2466, 2367 2370, G1, 1, G0, 1, 4, 2
970, 2466, m, 2463, f, 2367, m, 2370, f, 2466 2212 2358 2367 2370 2220 2463 , m2466 f2212 (m2358) m2367 f2370 (f2220) f2463 , MFSWMD, 2463 2466, 2367 2370, G1, 1, G0, 1, 4, 2
971, 2503, m, 2508, f, 2367, m, 2370, f, 2503 2497 2499 2604 2219 2370 2367 2351 2324 2356 2508 , m2503 f2497 f2499 (m2604) m2219 f2370 m2367 f2351 (m2324) f2356 f2508 , MMFSDHMFDD, 2503 2508, 2367 2370, G1, 2, G0, 2, 6, 4
972, 2503, m, 2508, f, 2367, m, 2370, f, 2503 2497 2499 2605 2219 2370 2367 2351 2324 2356 2508 , m2503 f2497 f2499 (f2605) m2219 f2370 m2367 f2351 (m2324) f2356 f2508 , MMMSDHMFDD, 2503 2508, 2367 2370, G1, 2, G0, 2, 6, 4
