Anel, Ego0, SxEgo0, Alter0, SxAlter0, Ego1, SxEgo1, Alter1, SxAlter1, Percurso, BarryPercurso, Parente, Casal0, Casal1, Geração0, Lateral0, Geração1, Lateral1, Cnx0, Cnx1
566, 2388, m, 2392, f, 2213, m, 2217, f, 2388 2361 2739 2264 2726 2172 2171 2213 2217 2219 2605 2499 2497 2392 , m2388 f2361 f2739 m2264 (f2726) m2172 m2171 m2213 f2217 m2219 (f2605) f2499 f2497 f2392 , MMFMSSSWFMDDD, 2388 2392, 2213 2217, G1, 3, G-1, 2, 8, 5
567, 2398, m, 2395, f, 2213, m, 2217, f, 2398 3040 2739 2264 2726 2172 2171 2213 2217 2219 2604 2499 2362 2395 , m2398 m3040 f2739 m2264 (f2726) m2172 m2171 m2213 f2217 m2219 (m2604) f2499 m2362 f2395 , FMFMSSSWFFDSD, 2395 2398, 2213 2217, G1, 3, G-1, 2, 8, 5
568, 2398, m, 2395, f, 2213, m, 2217, f, 2398 3040 2739 2264 2726 2172 2171 2213 2217 2219 2605 2499 2362 2395 , m2398 m3040 f2739 m2264 (f2726) m2172 m2171 m2213 f2217 m2219 (f2605) f2499 m2362 f2395 , FMFMSSSWFMDSD, 2395 2398, 2213 2217, G1, 3, G-1, 2, 8, 5
569, 2213, m, 2217, f, 2404, m, 2399, f, 2213 2171 2173 2363 2399 2404 2219 2217 , m2213 m2171 (f2173) m2363 f2399 m2404 (m2219) f2217 , FMSDHFD, 2213 2217, 2399 2404, G0, 2, G0, 1, 5, 2
570, 2213, m, 2217, f, 2404, m, 2399, f, 2213 2171 2173 2363 2399 2404 2220 2217 , m2213 m2171 (f2173) m2363 f2399 m2404 (f2220) f2217 , FMSDHMD, 2213 2217, 2399 2404, G0, 2, G0, 1, 5, 2
571, 2213, m, 2217, f, 2487, m, 2441, f, 2213 2193 2194 2197 2199 2487 2441 2433 2436 2220 2217 , m2213 f2193 m2194 (f2197) f2199 m2487 f2441 f2433 (m2436) f2220 f2217 , MFMDSWMFDD, 2213 2217, 2441 2487, G1, 2, G0, 2, 6, 4
572, 2213, m, 2217, f, 2487, m, 2441, f, 2213 2193 2194 2197 2199 2487 2441 2433 2437 2220 2217 , m2213 f2193 m2194 (f2197) f2199 m2487 f2441 f2433 (f2437) f2220 f2217 , MFMDSWMMDD, 2213 2217, 2441 2487, G1, 2, G0, 2, 6, 4
573, 2442, m, 2449, f, 2213, m, 2217, f, 2442 2433 2436 2220 2217 2213 2171 2172 2726 2264 2739 2805 2449 , m2442 f2433 (m2436) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2739 m2805 f2449 , MFDDHFFMSDSD, 2442 2449, 2213 2217, G0, 2, G-1, 3, 5, 7
574, 2442, m, 2449, f, 2213, m, 2217, f, 2442 2433 2437 2220 2217 2213 2171 2172 2726 2264 2739 2805 2449 , m2442 f2433 (f2437) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2739 m2805 f2449 , MMDDHFFMSDSD, 2442 2449, 2213 2217, G0, 2, G-1, 3, 5, 7
575, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2193 2195 2202 2475 2474 2478 2752 2446 2433 2436 2220 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 m2752 f2446 f2433 (m2436) f2220 f2217 , MMFFSSSWMFDD, 2213 2217, 2446 2752, G1, 3, G0, 2, 8, 4
576, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2193 2195 2202 2475 2474 2478 2752 2446 2433 2437 2220 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 m2752 f2446 f2433 (f2437) f2220 f2217 , MMFFSSSWMMDD, 2213 2217, 2446 2752, G1, 3, G0, 2, 8, 4
577, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2193 2195 2202 2476 2474 2478 2752 2446 2433 2436 2220 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 m2752 f2446 f2433 (m2436) f2220 f2217 , MMFMSSSWMFDD, 2213 2217, 2446 2752, G1, 3, G0, 2, 8, 4
578, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2193 2195 2202 2476 2474 2478 2752 2446 2433 2437 2220 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 m2752 f2446 f2433 (f2437) f2220 f2217 , MMFMSSSWMMDD, 2213 2217, 2446 2752, G1, 3, G0, 2, 8, 4
579, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2171 2172 2726 2725 2478 2752 2446 2433 2436 2220 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 m2752 f2446 f2433 (m2436) f2220 f2217 , FFMDSSWMFDD, 2213 2217, 2446 2752, G0, 3, G0, 2, 7, 4
580, 2213, m, 2217, f, 2752, m, 2446, f, 2213 2171 2172 2726 2725 2478 2752 2446 2433 2437 2220 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 m2752 f2446 f2433 (f2437) f2220 f2217 , FFMDSSWMMDD, 2213 2217, 2446 2752, G0, 3, G0, 2, 7, 4
581, 2458, m, 2460, f, 2213, m, 2217, f, 2458 2438 2436 2220 2217 2213 2171 2172 2726 2264 2608 2267 2460 , m2458 m2438 (m2436) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2460 , FFDDHFFMSDSD, 2458 2460, 2213 2217, G0, 2, G-1, 3, 5, 7
582, 2458, m, 2460, f, 2213, m, 2217, f, 2458 2438 2437 2220 2217 2213 2171 2172 2726 2264 2608 2267 2460 , m2458 m2438 (f2437) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2460 , FMDDHFFMSDSD, 2458 2460, 2213 2217, G0, 2, G-1, 3, 5, 7
583, 2213, m, 2217, f, 2458, m, 2460, f, 2213 2171 2173 2174 6985 2265 2608 2267 2460 2458 2438 2436 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 m2458 m2438 (m2436) f2220 f2217 , FMFFDDSDHFFDD, 2213 2217, 2458 2460, G0, 4, G0, 2, 9, 4
584, 2213, m, 2217, f, 2458, m, 2460, f, 2213 2171 2173 2174 6985 2265 2608 2267 2460 2458 2438 2437 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 m2458 m2438 (f2437) f2220 f2217 , FMFFDDSDHFMDD, 2213 2217, 2458 2460, G0, 4, G0, 2, 9, 4
585, 2213, m, 2217, f, 2458, m, 2460, f, 2213 2171 2173 2174 6986 2265 2608 2267 2460 2458 2438 2436 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 m2458 m2438 (m2436) f2220 f2217 , FMFMDDSDHFFDD, 2213 2217, 2458 2460, G0, 4, G0, 2, 9, 4
586, 2213, m, 2217, f, 2458, m, 2460, f, 2213 2171 2173 2174 6986 2265 2608 2267 2460 2458 2438 2437 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 m2458 m2438 (f2437) f2220 f2217 , FMFMDDSDHFMDD, 2213 2217, 2458 2460, G0, 4, G0, 2, 9, 4
587, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2171 2173 2174 2176 2465 2462 2219 2217 , m2213 m2171 f2173 (m2174) m2176 f2465 m2462 (m2219) f2217 , FMFSDHFD, 2213 2217, 2462 2465, G1, 2, G0, 1, 6, 2
588, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2171 2173 2174 2176 2465 2462 2220 2217 , m2213 m2171 f2173 (m2174) m2176 f2465 m2462 (f2220) f2217 , FMFSDHMD, 2213 2217, 2462 2465, G1, 2, G0, 1, 6, 2
589, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2193 2194 2178 2465 2462 2219 2217 , m2213 f2193 (m2194) f2178 f2465 m2462 (m2219) f2217 , MFDDHFD, 2213 2217, 2462 2465, G0, 2, G0, 1, 5, 2
590, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2193 2194 2178 2465 2462 2220 2217 , m2213 f2193 (m2194) f2178 f2465 m2462 (f2220) f2217 , MFDDHMD, 2213 2217, 2462 2465, G0, 2, G0, 1, 5, 2
591, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2193 2195 2178 2465 2462 2219 2217 , m2213 f2193 (f2195) f2178 f2465 m2462 (m2219) f2217 , MMDDHFD, 2213 2217, 2462 2465, G0, 2, G0, 1, 5, 2
592, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2193 2195 2178 2465 2462 2220 2217 , m2213 f2193 (f2195) f2178 f2465 m2462 (f2220) f2217 , MMDDHMD, 2213 2217, 2462 2465, G0, 2, G0, 1, 5, 2
593, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2171 2173 2962 2176 2465 2462 2219 2217 , m2213 m2171 f2173 (f2962) m2176 f2465 m2462 (m2219) f2217 , FMMSDHFD, 2213 2217, 2462 2465, G1, 2, G0, 1, 6, 2
594, 2213, m, 2217, f, 2462, m, 2465, f, 2213 2171 2173 2962 2176 2465 2462 2220 2217 , m2213 m2171 f2173 (f2962) m2176 f2465 m2462 (f2220) f2217 , FMMSDHMD, 2213 2217, 2462 2465, G1, 2, G0, 1, 6, 2
595, 2213, m, 2217, f, 2466, m, 2463, f, 2213 2193 2194 2208 2466 2463 2219 2217 , m2213 f2193 (m2194) m2208 m2466 f2463 (m2219) f2217 , MFSSWFD, 2213 2217, 2463 2466, G0, 2, G0, 1, 5, 2
596, 2213, m, 2217, f, 2466, m, 2463, f, 2213 2193 2194 2208 2466 2463 2220 2217 , m2213 f2193 (m2194) m2208 m2466 f2463 (f2220) f2217 , MFSSWMD, 2213 2217, 2463 2466, G0, 2, G0, 1, 5, 2
597, 2213, m, 2217, f, 2466, m, 2463, f, 2213 2193 2195 2208 2466 2463 2219 2217 , m2213 f2193 (f2195) m2208 m2466 f2463 (m2219) f2217 , MMSSWFD, 2213 2217, 2463 2466, G0, 2, G0, 1, 5, 2
598, 2213, m, 2217, f, 2466, m, 2463, f, 2213 2193 2195 2208 2466 2463 2220 2217 , m2213 f2193 (f2195) m2208 m2466 f2463 (f2220) f2217 , MMSSWMD, 2213 2217, 2463 2466, G0, 2, G0, 1, 5, 2
599, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2475 2474 2478 2482 2604 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 f2482 (m2604) m2219 f2217 , MMFFSSWFSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
600, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2475 2474 2478 2482 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 f2482 (f2605) m2219 f2217 , MMFFSSWMSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
601, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2476 2474 2478 2482 2604 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 f2482 (m2604) m2219 f2217 , MMFMSSWFSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
602, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2476 2474 2478 2482 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 f2482 (f2605) m2219 f2217 , MMFMSSWMSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
603, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2171 2172 2726 2725 2478 2482 2604 2219 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 f2482 (m2604) m2219 f2217 , FFMDSWFSD, 2213 2217, 2478 2482, G1, 2, G-1, 1, 6, 3
604, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2171 2172 2726 2725 2478 2482 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 f2482 (f2605) m2219 f2217 , FFMDSWMSD, 2213 2217, 2478 2482, G1, 2, G-1, 1, 6, 3
605, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2196 2198 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MFFSSWFMFDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
606, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2196 2198 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MFFSSWFMMDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
607, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2197 2198 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MFMSSWFMFDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
608, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2197 2198 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MFMSSWFMMDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
609, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2475 2474 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MMFFSDSWFMFDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
610, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2475 2474 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MMFFSDSWFMMDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
611, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2476 2474 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MMFMSDSWFMFDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
612, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2476 2474 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MMFMSDSWFMMDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
613, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2171 2172 2726 2725 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , FFMDDSWFMFDSD, 2213 2217, 2485 2614, G0, 3, G0, 3, 7, 6
614, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2171 2172 2726 2725 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , FFMDDSWFMMDSD, 2213 2217, 2485 2614, G0, 3, G0, 3, 7, 6
615, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2171 2173 2174 2176 2489 2490 2557 2861 2835 2437 2220 2217 , m2213 m2171 f2173 (m2174) m2176 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2217 , FMFSSWMMFDDD, 2213 2217, 2489 2490, G1, 2, G0, 3, 6, 6
616, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2171 2173 2174 2176 2489 2490 2557 2861 2836 2437 2220 2217 , m2213 m2171 f2173 (m2174) m2176 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2217 , FMFSSWMMMDDD, 2213 2217, 2489 2490, G1, 2, G0, 3, 6, 6
617, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2193 2194 2178 2489 2490 2557 2861 2835 2437 2220 2217 , m2213 f2193 (m2194) f2178 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2217 , MFDSWMMFDDD, 2213 2217, 2489 2490, G0, 2, G0, 3, 5, 6
618, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2193 2194 2178 2489 2490 2557 2861 2836 2437 2220 2217 , m2213 f2193 (m2194) f2178 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2217 , MFDSWMMMDDD, 2213 2217, 2489 2490, G0, 2, G0, 3, 5, 6
619, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2193 2195 2178 2489 2490 2557 2861 2835 2437 2220 2217 , m2213 f2193 (f2195) f2178 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2217 , MMDSWMMFDDD, 2213 2217, 2489 2490, G0, 2, G0, 3, 5, 6
620, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2193 2195 2178 2489 2490 2557 2861 2836 2437 2220 2217 , m2213 f2193 (f2195) f2178 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2217 , MMDSWMMMDDD, 2213 2217, 2489 2490, G0, 2, G0, 3, 5, 6
621, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2171 2173 2962 2176 2489 2490 2557 2861 2835 2437 2220 2217 , m2213 m2171 f2173 (f2962) m2176 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2217 , FMMSSWMMFDDD, 2213 2217, 2489 2490, G1, 2, G0, 3, 6, 6
622, 2213, m, 2217, f, 2489, m, 2490, f, 2213 2171 2173 2962 2176 2489 2490 2557 2861 2836 2437 2220 2217 , m2213 m2171 f2173 (f2962) m2176 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2217 , FMMSSWMMMDDD, 2213 2217, 2489 2490, G1, 2, G0, 3, 6, 6
623, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2194 2206 2491 2492 2482 2604 2219 2217 , m2213 f2193 (m2194) f2206 f2491 m2492 f2482 (m2604) m2219 f2217 , MFDDHMFSD, 2213 2217, 2491 2492, G0, 2, G0, 2, 5, 4
624, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2194 2206 2491 2492 2482 2605 2219 2217 , m2213 f2193 (m2194) f2206 f2491 m2492 f2482 (f2605) m2219 f2217 , MFDDHMMSD, 2213 2217, 2491 2492, G0, 2, G0, 2, 5, 4
625, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2206 2491 2492 2482 2604 2219 2217 , m2213 f2193 (f2195) f2206 f2491 m2492 f2482 (m2604) m2219 f2217 , MMDDHMFSD, 2213 2217, 2491 2492, G0, 2, G0, 2, 5, 4
626, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2206 2491 2492 2482 2605 2219 2217 , m2213 f2193 (f2195) f2206 f2491 m2492 f2482 (f2605) m2219 f2217 , MMDDHMMSD, 2213 2217, 2491 2492, G0, 2, G0, 2, 5, 4
627, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2202 2475 2474 2478 2492 2491 2210 2436 2220 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 (m2436) f2220 f2217 , MMFFSSSWFFDD, 2213 2217, 2491 2492, G1, 3, G0, 2, 8, 4
628, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2202 2475 2474 2478 2492 2491 2210 2437 2220 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 (f2437) f2220 f2217 , MMFFSSSWFMDD, 2213 2217, 2491 2492, G1, 3, G0, 2, 8, 4
629, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2202 2476 2474 2478 2492 2491 2210 2436 2220 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 (m2436) f2220 f2217 , MMFMSSSWFFDD, 2213 2217, 2491 2492, G1, 3, G0, 2, 8, 4
630, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2193 2195 2202 2476 2474 2478 2492 2491 2210 2437 2220 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 (f2437) f2220 f2217 , MMFMSSSWFMDD, 2213 2217, 2491 2492, G1, 3, G0, 2, 8, 4
631, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2171 2172 2726 2725 2478 2492 2491 2210 2436 2220 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 m2492 f2491 m2210 (m2436) f2220 f2217 , FFMDSSWFFDD, 2213 2217, 2491 2492, G0, 3, G0, 2, 7, 4
632, 2213, m, 2217, f, 2492, m, 2491, f, 2213 2171 2172 2726 2725 2478 2492 2491 2210 2437 2220 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 m2492 f2491 m2210 (f2437) f2220 f2217 , FFMDSSWFMDD, 2213 2217, 2491 2492, G0, 3, G0, 2, 7, 4
633, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6987 6220 2498 2499 2604 2219 2217 , m2213 m2171 f2173 f2962 (m6987) m6220 m2498 f2499 (m2604) m2219 f2217 , FMMFSSWFSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
634, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6987 6220 2498 2499 2605 2219 2217 , m2213 m2171 f2173 f2962 (m6987) m6220 m2498 f2499 (f2605) m2219 f2217 , FMMFSSWMSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
635, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6988 6220 2498 2499 2604 2219 2217 , m2213 m2171 f2173 f2962 (f6988) m6220 m2498 f2499 (m2604) m2219 f2217 , FMMMSSWFSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
636, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6988 6220 2498 2499 2605 2219 2217 , m2213 m2171 f2173 f2962 (f6988) m6220 m2498 f2499 (f2605) m2219 f2217 , FMMMSSWMSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
637, 2503, m, 2508, f, 2213, m, 2217, f, 2503 2497 2499 2604 2219 2217 2213 2171 2173 2363 2508 , m2503 f2497 f2499 (m2604) m2219 f2217 m2213 m2171 (f2173) m2363 f2508 , MMFSDHFMSD, 2503 2508, 2213 2217, G1, 2, G0, 2, 6, 4
638, 2503, m, 2508, f, 2213, m, 2217, f, 2503 2497 2499 2605 2219 2217 2213 2171 2173 2363 2508 , m2503 f2497 f2499 (f2605) m2219 f2217 m2213 m2171 (f2173) m2363 f2508 , MMMSDHFMSD, 2503 2508, 2213 2217, G1, 2, G0, 2, 6, 4
639, 2213, m, 2217, f, 2532, m, 2535, f, 2213 2171 2172 2535 2532 2527 2526 2607 2605 2219 2217 , m2213 m2171 (m2172) f2535 m2532 m2527 f2526 (m2607) f2605 m2219 f2217 , FFDHFMFDSD, 2213 2217, 2532 2535, G1, 1, G0, 3, 4, 6
640, 2213, m, 2217, f, 2532, m, 2535, f, 2213 2171 2172 2535 2532 2527 2526 6117 2605 2219 2217 , m2213 m2171 (m2172) f2535 m2532 m2527 f2526 (f6117) f2605 m2219 f2217 , FFDHFMMDSD, 2213 2217, 2532 2535, G1, 1, G0, 3, 4, 6
641, 2213, m, 2217, f, 2676, m, 2677, f, 2213 2171 2172 2676 2677 2527 2526 2607 2605 2219 2217 , m2213 m2171 (m2172) m2676 f2677 m2527 f2526 (m2607) f2605 m2219 f2217 , FFSWFMFDSD, 2213 2217, 2676 2677, G1, 1, G0, 3, 4, 6
642, 2213, m, 2217, f, 2676, m, 2677, f, 2213 2171 2172 2676 2677 2527 2526 6117 2605 2219 2217 , m2213 m2171 (m2172) m2676 f2677 m2527 f2526 (f6117) f2605 m2219 f2217 , FFSWFMMDSD, 2213 2217, 2676 2677, G1, 1, G0, 3, 4, 6
643, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2172 2726 2264 2754 2709 2711 2436 2220 2217 , m2213 m2171 m2172 (f2726) m2264 f2754 m2709 (m2711) m2436 f2220 f2217 , FFMSDHFSDD, 2213 2217, 2709 2754, G1, 2, G-2, 1, 6, 4
644, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2172 2726 2264 2754 2709 2712 2436 2220 2217 , m2213 m2171 m2172 (f2726) m2264 f2754 m2709 (f2712) m2436 f2220 f2217 , FFMSDHMSDD, 2213 2217, 2709 2754, G1, 2, G-2, 1, 6, 4
645, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6985 2265 2754 2709 2711 2436 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2754 m2709 (m2711) m2436 f2220 f2217 , FMFFDDHFSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
646, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6985 2265 2754 2709 2712 2436 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2754 m2709 (f2712) m2436 f2220 f2217 , FMFFDDHMSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
647, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6986 2265 2754 2709 2711 2436 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2754 m2709 (m2711) m2436 f2220 f2217 , FMFMDDHFSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
648, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6986 2265 2754 2709 2712 2436 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2754 m2709 (f2712) m2436 f2220 f2217 , FMFMDDHMSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
649, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2172 2726 2264 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2757 , MMFDDHFFMSDSD, 2757 2762, 2213 2217, G1, 2, G-1, 3, 6, 7
650, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2437 2220 2217 2213 2171 2172 2726 2264 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2757 , MMMDDHFFMSDSD, 2757 2762, 2213 2217, G1, 2, G-1, 3, 6, 7
651, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMFDDHFMFFDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
652, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2437 2220 2217 2213 2171 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 f2217 m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMDDHFMFFDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
653, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMFDDHFMFMDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
