Anel, Ego0, SxEgo0, Alter0, SxAlter0, Ego1, SxEgo1, Alter1, SxAlter1, Percurso, BarryPercurso, Parente, Casal0, Casal1, Geração0, Lateral0, Geração1, Lateral1, Cnx0, Cnx1
244, 2171, m, 2193, f, 7135, m, 7136, f, 2171 2173 2174 6986 7135 7136 2727 2475 2202 2195 2193 , m2171 f2173 m2174 (f6986) m7135 f7136 f2727 (m2475) m2202 f2195 f2193 , MFMSWMFSDD, 2171 2193, 7135 7136, G2, 1, G-1, 2, 5, 5
245, 2171, m, 2193, f, 7135, m, 7136, f, 2171 2173 2174 6986 7135 7136 2727 2476 2202 2195 2193 , m2171 f2173 m2174 (f6986) m7135 f7136 f2727 (f2476) m2202 f2195 f2193 , MFMSWMMSDD, 2171 2193, 7135 7136, G2, 1, G-1, 2, 5, 5
246, 3038, m, 2179, f, 2172, m, 2173, f, 3038 2739 2264 2726 2172 2173 2174 2175 2179 , m3038 f2739 m2264 (f2726) m2172 f2173 (m2174) m2175 f2179 , MFMSWFSD, 2179 3038, 2172 2173, G2, 1, G-1, 1, 5, 3
247, 3038, m, 2179, f, 2172, m, 2173, f, 3038 2739 2264 2726 2172 2173 2962 2175 2179 , m3038 f2739 m2264 (f2726) m2172 f2173 (f2962) m2175 f2179 , MFMSWMSD, 2179 3038, 2172 2173, G2, 1, G-1, 1, 5, 3
248, 2187, m, 2183, f, 2172, m, 2173, f, 2187 2264 2726 2172 2173 2183 , m2187 m2264 (f2726) m2172 (f2173) f2183 , FMSWD, 2183 2187, 2172 2173, G1, 1, G-1, 0, 4, 1
249, 2185, m, 2189, f, 2172, m, 2173, f, 2185 2173 2172 2726 2264 2739 3040 2189 , m2185 (f2173) m2172 (f2726) m2264 f2739 m3040 f2189 , MHMSDSD, 2185 2189, 2172 2173, G1, 0, G-3, 1, 2, 5
250, 2172, m, 2173, f, 2264, m, 2265, f, 2172 2726 2264 2265 6985 2174 2173 , m2172 (f2726) m2264 f2265 (m6985) m2174 f2173 , MSWFSD, 2172 2173, 2264 2265, G0, 1, G-1, 1, 3, 3
251, 2172, m, 2173, f, 2264, m, 2265, f, 2172 2726 2264 2265 6986 2174 2173 , m2172 (f2726) m2264 f2265 (f6986) m2174 f2173 , MSWMSD, 2172 2173, 2264 2265, G0, 1, G-1, 1, 3, 3
252, 2388, m, 2392, f, 2172, m, 2173, f, 2388 2361 2739 2264 2726 2172 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 f2739 m2264 (f2726) m2172 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MMFMSWMFSSDD, 2388 2392, 2172 2173, G3, 1, G-2, 2, 6, 6
253, 2388, m, 2392, f, 2172, m, 2173, f, 2388 2361 2739 2264 2726 2172 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 f2739 m2264 (f2726) m2172 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MMFMSWMMSSDD, 2388 2392, 2172 2173, G3, 1, G-2, 2, 6, 6
254, 2398, m, 2395, f, 2172, m, 2173, f, 2398 3040 2739 2264 2726 2172 2173 2962 6987 6220 2498 2362 2395 , m2398 m3040 f2739 m2264 (f2726) m2172 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , FMFMSWMFSSSD, 2395 2398, 2172 2173, G3, 1, G-2, 2, 6, 6
255, 2398, m, 2395, f, 2172, m, 2173, f, 2398 3040 2739 2264 2726 2172 2173 2962 6988 6220 2498 2362 2395 , m2398 m3040 f2739 m2264 (f2726) m2172 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , FMFMSWMMSSSD, 2395 2398, 2172 2173, G3, 1, G-2, 2, 6, 6
256, 2187, m, 2183, f, 2964, m, 2173, f, 2187 2265 6985 2174 2173 2964 2183 , m2187 f2265 (m6985) m2174 f2173 (m2964) f2183 , MFSDHD, 2183 2187, 2173 2964, G0, 2, G-1, 0, 5, 1
257, 2187, m, 2183, f, 2964, m, 2173, f, 2187 2265 6986 2174 2173 2964 2183 , m2187 f2265 (f6986) m2174 f2173 (m2964) f2183 , MMSDHD, 2183 2187, 2173 2964, G0, 2, G-1, 0, 5, 1
258, 2503, m, 2508, f, 2964, m, 2173, f, 2503 2497 2498 6220 6987 2962 2173 2964 2363 2508 , m2503 f2497 m2498 m6220 (m6987) f2962 f2173 (m2964) m2363 f2508 , MFFFDDHSD, 2503 2508, 2173 2964, G2, 2, G-2, 0, 7, 2
259, 2503, m, 2508, f, 2964, m, 2173, f, 2503 2497 2498 6220 6988 2962 2173 2964 2363 2508 , m2503 f2497 m2498 m6220 (f6988) f2962 f2173 (m2964) m2363 f2508 , MFFMDDHSD, 2503 2508, 2173 2964, G2, 2, G-2, 0, 7, 2
260, 2187, m, 2183, f, 2174, m, 2962, f, 2187 2265 6985 2174 2962 2173 2183 , m2187 f2265 (m6985) m2174 (f2962) f2173 f2183 , MFSWDD, 2183 2187, 2174 2962, G1, 1, G-2, 0, 4, 2
261, 2187, m, 2183, f, 2174, m, 2962, f, 2187 2265 6986 2174 2962 2173 2183 , m2187 f2265 (f6986) m2174 (f2962) f2173 f2183 , MMSWDD, 2183 2187, 2174 2962, G1, 1, G-2, 0, 4, 2
262, 2503, m, 2508, f, 2174, m, 2962, f, 2503 2497 2498 6220 6987 2962 2174 2173 2363 2508 , m2503 f2497 m2498 m6220 (m6987) f2962 (m2174) f2173 m2363 f2508 , MFFFDHDSD, 2503 2508, 2174 2962, G3, 1, G-3, 0, 6, 3
263, 2503, m, 2508, f, 2174, m, 2962, f, 2503 2497 2498 6220 6988 2962 2174 2173 2363 2508 , m2503 f2497 m2498 m6220 (f6988) f2962 (m2174) f2173 m2363 f2508 , MFFMDHDSD, 2503 2508, 2174 2962, G3, 1, G-3, 0, 6, 3
264, 2207, m, 2497, f, 2176, m, 2178, f, 2207 2194 2178 2176 2962 6987 6220 2498 2497 , m2207 (m2194) f2178 m2176 f2962 (m6987) m6220 m2498 f2497 , FDHMFSSD, 2207 2497, 2176 2178, G0, 1, G-1, 2, 3, 5
265, 2207, m, 2497, f, 2176, m, 2178, f, 2207 2195 2178 2176 2962 6987 6220 2498 2497 , m2207 (f2195) f2178 m2176 f2962 (m6987) m6220 m2498 f2497 , MDHMFSSD, 2207 2497, 2176 2178, G0, 1, G-1, 2, 3, 5
266, 2207, m, 2497, f, 2176, m, 2178, f, 2207 2194 2178 2176 2962 6988 6220 2498 2497 , m2207 (m2194) f2178 m2176 f2962 (f6988) m6220 m2498 f2497 , FDHMMSSD, 2207 2497, 2176 2178, G0, 1, G-1, 2, 3, 5
267, 2207, m, 2497, f, 2176, m, 2178, f, 2207 2195 2178 2176 2962 6988 6220 2498 2497 , m2207 (f2195) f2178 m2176 f2962 (f6988) m6220 m2498 f2497 , MDHMMSSD, 2207 2497, 2176 2178, G0, 1, G-1, 2, 3, 5
268, 2496, m, 2494, f, 2176, m, 2178, f, 2496 2185 2173 2174 2176 2178 2194 2208 2494 , m2496 m2185 f2173 (m2174) m2176 f2178 (m2194) m2208 f2494 , FMFSWFSD, 2494 2496, 2176 2178, G2, 1, G-1, 1, 5, 3
269, 2496, m, 2494, f, 2176, m, 2178, f, 2496 2185 2173 2174 2176 2178 2195 2208 2494 , m2496 m2185 f2173 (m2174) m2176 f2178 (f2195) m2208 f2494 , FMFSWMSD, 2494 2496, 2176 2178, G2, 1, G-1, 1, 5, 3
270, 2496, m, 2494, f, 2176, m, 2178, f, 2496 2185 2173 2962 2176 2178 2194 2208 2494 , m2496 m2185 f2173 (f2962) m2176 f2178 (m2194) m2208 f2494 , FMMSWFSD, 2494 2496, 2176 2178, G2, 1, G-1, 1, 5, 3
271, 2496, m, 2494, f, 2176, m, 2178, f, 2496 2185 2173 2962 2176 2178 2195 2208 2494 , m2496 m2185 f2173 (f2962) m2176 f2178 (f2195) m2208 f2494 , FMMSWMSD, 2494 2496, 2176 2178, G2, 1, G-1, 1, 5, 3
272, 2503, m, 2508, f, 2176, m, 2178, f, 2503 2207 2194 2178 2176 2174 2173 2363 2508 , m2503 m2207 (m2194) f2178 m2176 (m2174) f2173 m2363 f2508 , FFDHFDSD, 2503 2508, 2176 2178, G1, 1, G-2, 1, 4, 4
273, 2503, m, 2508, f, 2176, m, 2178, f, 2503 2207 2195 2178 2176 2174 2173 2363 2508 , m2503 m2207 (f2195) f2178 m2176 (m2174) f2173 m2363 f2508 , FMDHFDSD, 2503 2508, 2176 2178, G1, 1, G-2, 1, 4, 4
274, 2503, m, 2508, f, 2176, m, 2178, f, 2503 2207 2194 2178 2176 2962 2173 2363 2508 , m2503 m2207 (m2194) f2178 m2176 (f2962) f2173 m2363 f2508 , FFDHMDSD, 2503 2508, 2176 2178, G1, 1, G-2, 1, 4, 4
275, 2503, m, 2508, f, 2176, m, 2178, f, 2503 2207 2195 2178 2176 2962 2173 2363 2508 , m2503 m2207 (f2195) f2178 m2176 (f2962) f2173 m2363 f2508 , FMDHMDSD, 2503 2508, 2176 2178, G1, 1, G-2, 1, 4, 4
276, 2762, m, 2757, f, 2176, m, 2178, f, 2762 2487 2199 2197 2194 2178 2176 2174 6985 2265 2608 2267 2757 , m2762 m2487 f2199 (f2197) m2194 f2178 m2176 m2174 (m6985) f2265 f2608 m2267 f2757 , FMMSDHFFDDSD, 2757 2762, 2176 2178, G1, 2, G-2, 2, 6, 6
277, 2762, m, 2757, f, 2176, m, 2178, f, 2762 2487 2199 2197 2194 2178 2176 2174 6986 2265 2608 2267 2757 , m2762 m2487 f2199 (f2197) m2194 f2178 m2176 m2174 (f6986) f2265 f2608 m2267 f2757 , FMMSDHFMDDSD, 2757 2762, 2176 2178, G1, 2, G-2, 2, 6, 6
278, 2758, m, 3069, f, 2176, m, 2178, f, 2758 2267 2608 2265 6985 2174 2176 2178 2194 2197 2199 2487 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 m2176 f2178 m2194 (f2197) f2199 m2487 f3069 , FMMFSSWFMDSD, 2758 3069, 2176 2178, G2, 2, G-1, 2, 7, 5
279, 2758, m, 3069, f, 2176, m, 2178, f, 2758 2267 2608 2265 6986 2174 2176 2178 2194 2197 2199 2487 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 m2176 f2178 m2194 (f2197) f2199 m2487 f3069 , FMMMSSWFMDSD, 2758 3069, 2176 2178, G2, 2, G-1, 2, 7, 5
280, 2176, m, 2178, f, 7135, m, 7136, f, 2176 2174 6985 7135 7136 2727 2475 2202 2195 2178 , m2176 m2174 (m6985) m7135 f7136 f2727 (m2475) m2202 f2195 f2178 , FFSWMFSDD, 2176 2178, 7135 7136, G1, 1, G-1, 2, 4, 5
281, 2176, m, 2178, f, 7135, m, 7136, f, 2176 2174 6985 7135 7136 2727 2476 2202 2195 2178 , m2176 m2174 (m6985) m7135 f7136 f2727 (f2476) m2202 f2195 f2178 , FFSWMMSDD, 2176 2178, 7135 7136, G1, 1, G-1, 2, 4, 5
282, 2176, m, 2178, f, 7135, m, 7136, f, 2176 2174 6986 7135 7136 2727 2475 2202 2195 2178 , m2176 m2174 (f6986) m7135 f7136 f2727 (m2475) m2202 f2195 f2178 , FMSWMFSDD, 2176 2178, 7135 7136, G1, 1, G-1, 2, 4, 5
283, 2176, m, 2178, f, 7135, m, 7136, f, 2176 2174 6986 7135 7136 2727 2476 2202 2195 2178 , m2176 m2174 (f6986) m7135 f7136 f2727 (f2476) m2202 f2195 f2178 , FMSWMMSDD, 2176 2178, 7135 7136, G1, 1, G-1, 2, 4, 5
284, 3038, m, 2179, f, 2187, m, 2183, f, 3038 2739 2264 2187 2183 2173 2174 2175 2179 , m3038 f2739 (m2264) m2187 f2183 f2173 (m2174) m2175 f2179 , MFSWMFSD, 2179 3038, 2183 2187, G1, 1, G0, 2, 4, 4
285, 3038, m, 2179, f, 2187, m, 2183, f, 3038 2739 2264 2187 2183 2173 2962 2175 2179 , m3038 f2739 (m2264) m2187 f2183 f2173 (f2962) m2175 f2179 , MFSWMMSD, 2179 3038, 2183 2187, G1, 1, G0, 2, 4, 4
286, 2185, m, 2189, f, 3038, m, 2179, f, 2185 2173 2174 2175 2179 3038 2739 3040 2189 , m2185 f2173 (m2174) m2175 f2179 m3038 (f2739) m3040 f2189 , MFSDHMSD, 2185 2189, 2179 3038, G0, 2, G-1, 1, 5, 3
287, 2185, m, 2189, f, 3038, m, 2179, f, 2185 2173 2174 2175 2179 3038 2740 3040 2189 , m2185 f2173 (m2174) m2175 f2179 m3038 (m2740) m3040 f2189 , MFSDHFSD, 2185 2189, 2179 3038, G0, 2, G-1, 1, 5, 3
288, 2185, m, 2189, f, 3038, m, 2179, f, 2185 2173 2962 2175 2179 3038 2739 3040 2189 , m2185 f2173 (f2962) m2175 f2179 m3038 (f2739) m3040 f2189 , MMSDHMSD, 2185 2189, 2179 3038, G0, 2, G-1, 1, 5, 3
289, 2185, m, 2189, f, 3038, m, 2179, f, 2185 2173 2962 2175 2179 3038 2740 3040 2189 , m2185 f2173 (f2962) m2175 f2179 m3038 (m2740) m3040 f2189 , MMSDHFSD, 2185 2189, 2179 3038, G0, 2, G-1, 1, 5, 3
290, 3038, m, 2179, f, 2264, m, 2265, f, 3038 2739 2264 2265 6985 2174 2175 2179 , m3038 f2739 (m2264) f2265 (m6985) m2174 m2175 f2179 , MFWFSSD, 2179 3038, 2264 2265, G2, 0, G-2, 1, 3, 4
291, 3038, m, 2179, f, 2264, m, 2265, f, 3038 2739 2264 2265 6986 2174 2175 2179 , m3038 f2739 (m2264) f2265 (f6986) m2174 m2175 f2179 , MFWMSSD, 2179 3038, 2264 2265, G2, 0, G-2, 1, 3, 4
292, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2739 3038 2179 2175 2962 6987 6220 2498 2497 2392 , m2388 f2361 (f2739) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , MMSWFMFSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
293, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2740 3038 2179 2175 2962 6987 6220 2498 2497 2392 , m2388 f2361 (m2740) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 f2497 f2392 , MFSWFMFSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
294, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2739 3038 2179 2175 2962 6988 6220 2498 2497 2392 , m2388 f2361 (f2739) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , MMSWFMMSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
295, 2388, m, 2392, f, 3038, m, 2179, f, 2388 2361 2740 3038 2179 2175 2962 6988 6220 2498 2497 2392 , m2388 f2361 (m2740) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 f2497 f2392 , MFSWFMMSSDD, 2388 2392, 2179 3038, G1, 1, G-1, 3, 4, 7
296, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2739 3038 2179 2175 2962 6987 6220 2498 2362 2395 , m2398 m3040 (f2739) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 m2362 f2395 , FMSWFMFSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
297, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2740 3038 2179 2175 2962 6987 6220 2498 2362 2395 , m2398 m3040 (m2740) m3038 f2179 m2175 f2962 (m6987) m6220 m2498 m2362 f2395 , FFSWFMFSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
298, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2739 3038 2179 2175 2962 6988 6220 2498 2362 2395 , m2398 m3040 (f2739) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 m2362 f2395 , FMSWFMMSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
299, 2398, m, 2395, f, 3038, m, 2179, f, 2398 3040 2740 3038 2179 2175 2962 6988 6220 2498 2362 2395 , m2398 m3040 (m2740) m3038 f2179 m2175 f2962 (f6988) m6220 m2498 m2362 f2395 , FFSWFMMSSSD, 2395 2398, 2179 3038, G1, 1, G-1, 3, 4, 7
300, 2185, m, 2189, f, 2187, m, 2183, f, 2185 2173 2183 2187 2264 2739 3040 2189 , m2185 (f2173) f2183 m2187 (m2264) f2739 m3040 f2189 , MDHFDSD, 2185 2189, 2183 2187, G0, 1, G-2, 1, 3, 4
301, 2185, m, 2189, f, 2187, m, 2183, f, 2185 2964 2183 2187 2264 2739 3040 2189 , m2185 (m2964) f2183 m2187 (m2264) f2739 m3040 f2189 , FDHFDSD, 2185 2189, 2183 2187, G0, 1, G-2, 1, 3, 4
302, 2187, m, 2183, f, 2264, m, 2265, f, 2187 2264 2265 6985 2174 2173 2183 , m2187 (m2264) f2265 (m6985) m2174 f2173 f2183 , FWFSDD, 2183 2187, 2264 2265, G1, 0, G-2, 1, 2, 4
303, 2187, m, 2183, f, 2264, m, 2265, f, 2187 2264 2265 6986 2174 2173 2183 , m2187 (m2264) f2265 (f6986) m2174 f2173 f2183 , FWMSDD, 2183 2187, 2264 2265, G1, 0, G-2, 1, 2, 4
304, 2388, m, 2392, f, 2187, m, 2183, f, 2388 2361 2739 2264 2187 2183 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2183 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MMFSWMMFSSDD, 2388 2392, 2183 2187, G2, 1, G-1, 3, 5, 7
305, 2388, m, 2392, f, 2187, m, 2183, f, 2388 2361 2739 2264 2187 2183 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 f2739 (m2264) m2187 f2183 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MMFSWMMMSSDD, 2388 2392, 2183 2187, G2, 1, G-1, 3, 5, 7
306, 2398, m, 2395, f, 2187, m, 2183, f, 2398 3040 2739 2264 2187 2183 2173 2962 6987 6220 2498 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2183 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , FMFSWMMFSSSD, 2395 2398, 2183 2187, G2, 1, G-1, 3, 5, 7
307, 2398, m, 2395, f, 2187, m, 2183, f, 2398 3040 2739 2264 2187 2183 2173 2962 6988 6220 2498 2362 2395 , m2398 m3040 f2739 (m2264) m2187 f2183 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , FMFSWMMMSSSD, 2395 2398, 2183 2187, G2, 1, G-1, 3, 5, 7
308, 2187, m, 2183, f, 6985, m, 6986, f, 2187 2265 6986 6985 2174 2173 2183 , m2187 f2265 (f6986) (m6985) m2174 f2173 f2183 , MMHSDD, 2183 2187, 6985 6986, G2, 0, G-3, 0, 3, 3
309, 2187, m, 2183, f, 6985, m, 6986, f, 2187 2265 6985 6986 2174 2173 2183 , m2187 f2265 (m6985) (f6986) m2174 f2173 f2183 , MFWSDD, 2183 2187, 6985 6986, G2, 0, G-3, 0, 3, 3
310, 2188, m, 2184, f, 2187, m, 3351, f, 2188 3351 2187 2265 6985 2174 2173 2184 , m2188 (f3351) m2187 f2265 (m6985) m2174 f2173 f2184 , MHMFSDD, 2184 2188, 2187 3351, G1, 0, G-1, 2, 2, 5
311, 2188, m, 2184, f, 2187, m, 3351, f, 2188 3351 2187 2265 6986 2174 2173 2184 , m2188 (f3351) m2187 f2265 (f6986) m2174 f2173 f2184 , MHMMSDD, 2184 2188, 2187 3351, G1, 0, G-1, 2, 2, 5
312, 2185, m, 2189, f, 2264, m, 2265, f, 2185 2173 2174 6985 2265 2264 2739 3040 2189 , m2185 f2173 m2174 (m6985) f2265 (m2264) f2739 m3040 f2189 , MFFDHDSD, 2185 2189, 2264 2265, G2, 1, G-3, 0, 5, 3
313, 2185, m, 2189, f, 2264, m, 2265, f, 2185 2173 2174 6986 2265 2264 2739 3040 2189 , m2185 f2173 m2174 (f6986) f2265 (m2264) f2739 m3040 f2189 , MFMDHDSD, 2185 2189, 2264 2265, G2, 1, G-3, 0, 5, 3
314, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2739 3040 2189 2185 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 (f2739) m3040 f2189 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MMSDHMMFSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
315, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2740 3040 2189 2185 2173 2962 6987 6220 2498 2497 2392 , m2388 f2361 (m2740) m3040 f2189 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 f2392 , MFSDHMMFSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
316, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2739 3040 2189 2185 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 (f2739) m3040 f2189 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MMSDHMMMSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
317, 2388, m, 2392, f, 2185, m, 2189, f, 2388 2361 2740 3040 2189 2185 2173 2962 6988 6220 2498 2497 2392 , m2388 f2361 (m2740) m3040 f2189 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 f2392 , MFSDHMMMSSDD, 2388 2392, 2185 2189, G0, 2, G-1, 3, 5, 7
318, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3040 2189 2185 2173 2962 6987 6220 2498 2362 2395 , m2398 (m3040) f2189 m2185 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , FDHMMFSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
319, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3042 2189 2185 2173 2962 6987 6220 2498 2362 2395 , m2398 (f3042) f2189 m2185 f2173 f2962 (m6987) m6220 m2498 m2362 f2395 , MDHMMFSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
320, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3040 2189 2185 2173 2962 6988 6220 2498 2362 2395 , m2398 (m3040) f2189 m2185 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , FDHMMMSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
321, 2398, m, 2395, f, 2185, m, 2189, f, 2398 3042 2189 2185 2173 2962 6988 6220 2498 2362 2395 , m2398 (f3042) f2189 m2185 f2173 f2962 (f6988) m6220 m2498 m2362 f2395 , MDHMMMSSSD, 2395 2398, 2185 2189, G0, 1, G-1, 3, 3, 7
322, 2213, m, 2217, f, 2210, m, 2186, f, 2213 2171 2173 2186 2210 2436 2220 2217 , m2213 m2171 (f2173) f2186 m2210 (m2436) f2220 f2217 , FMDHFDD, 2213 2217, 2186 2210, G1, 1, G-1, 1, 4, 3
323, 2213, m, 2217, f, 2210, m, 2186, f, 2213 2171 2173 2186 2210 2437 2220 2217 , m2213 m2171 (f2173) f2186 m2210 (f2437) f2220 f2217 , FMDHMDD, 2213 2217, 2186 2210, G1, 1, G-1, 1, 4, 3
324, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2436 2210 2186 2173 2363 2399 , m2404 f2220 (m2436) m2210 f2186 (f2173) m2363 f2399 , MFSWMSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
325, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2437 2210 2186 2173 2363 2399 , m2404 f2220 (f2437) m2210 f2186 (f2173) m2363 f2399 , MMSWMSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
326, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2436 2210 2186 2964 2363 2399 , m2404 f2220 (m2436) m2210 f2186 (m2964) m2363 f2399 , MFSWFSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
327, 2404, m, 2399, f, 2210, m, 2186, f, 2404 2220 2437 2210 2186 2964 2363 2399 , m2404 f2220 (f2437) m2210 f2186 (m2964) m2363 f2399 , MMSWFSD, 2399 2404, 2186 2210, G1, 1, G-1, 1, 4, 3
328, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2436 2210 2186 2173 2174 6985 2265 2608 2267 2460 , m2458 m2438 (m2436) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , FFSWMFFDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
329, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2437 2210 2186 2173 2174 6985 2265 2608 2267 2460 , m2458 m2438 (f2437) m2210 f2186 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , FMSWMFFDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
330, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2436 2210 2186 2173 2174 6986 2265 2608 2267 2460 , m2458 m2438 (m2436) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , FFSWMFMDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
331, 2458, m, 2460, f, 2210, m, 2186, f, 2458 2438 2437 2210 2186 2173 2174 6986 2265 2608 2267 2460 , m2458 m2438 (f2437) m2210 f2186 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , FMSWMFMDDSD, 2458 2460, 2186 2210, G1, 1, G-1, 3, 4, 7
332, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2436 2210 2186 2173 2174 2176 2465 , m2462 f2220 (m2436) m2210 f2186 f2173 (m2174) m2176 f2465 , MFSWMFSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
333, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2437 2210 2186 2173 2174 2176 2465 , m2462 f2220 (f2437) m2210 f2186 f2173 (m2174) m2176 f2465 , MMSWMFSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
334, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2436 2210 2186 2173 2962 2176 2465 , m2462 f2220 (m2436) m2210 f2186 f2173 (f2962) m2176 f2465 , MFSWMMSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
335, 2462, m, 2465, f, 2210, m, 2186, f, 2462 2220 2437 2210 2186 2173 2962 2176 2465 , m2462 f2220 (f2437) m2210 f2186 f2173 (f2962) m2176 f2465 , MMSWMMSD, 2462 2465, 2186 2210, G1, 1, G0, 2, 4, 4
336, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2174 2173 2186 2210 2437 2835 2861 2557 2490 , m2489 m2176 (m2174) f2173 f2186 m2210 f2437 (m2835) f2861 f2557 f2490 , FFDDHMFDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
337, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2174 2173 2186 2210 2437 2836 2861 2557 2490 , m2489 m2176 (m2174) f2173 f2186 m2210 f2437 (f2836) f2861 f2557 f2490 , FFDDHMMDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
338, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2962 2173 2186 2210 2437 2835 2861 2557 2490 , m2489 m2176 (f2962) f2173 f2186 m2210 f2437 (m2835) f2861 f2557 f2490 , FMDDHMFDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
339, 2489, m, 2490, f, 2210, m, 2186, f, 2489 2176 2962 2173 2186 2210 2437 2836 2861 2557 2490 , m2489 m2176 (f2962) f2173 f2186 m2210 f2437 (f2836) f2861 f2557 f2490 , FMDDHMMDDD, 2489 2490, 2186 2210, G0, 2, G-1, 2, 5, 5
